cluster,interval_count,time_mean,time_median,time_std,event_frequency,throughput_download_mean,throughput_download_median,throughput_download_std,throughput_uplosad_mean,throughput_upload_median,throughput_upload_std,rtt_download_mean,rtt_download_median,rtt_download_std,rtt_upload_mean,rtt_upload_median,rtt_upload_std,survival_function
1,154,24.292145186988936,19.616082175925925,22.456363414209132,0.07792207792207792,632.5415769196595,652.493671145686,196.71548482305906,684.2920937203432,792.9179816053511,226.74187902497962,16.036138724859427,15.370875000000002,4.3758226263488424,18.866753365309634,13.182170212765957,19.512572699745082,"[{'time_days': 1, 'survival_probability': 1.0}, {'time_days': 7, 'survival_probability': 1.0}, {'time_days': 15, 'survival_probability': 0.989}, {'time_days': 30, 'survival_probability': 0.887}, {'time_days': 60, 'survival_probability': 0.792}, {'time_days': 90, 'survival_probability': 0.792}]"
0,103,10.643587176375402,6.6549652777777775,13.827890283378645,0.7378640776699029,452.0629165120836,554.0859,265.1922412040653,429.2566925165893,299.92475,285.4967147083391,59.59138881308455,19.105360610263524,63.278059633747354,60.643739748755685,18.6095,65.5188233644803,"[{'time_days': 1, 'survival_probability': 0.941}, {'time_days': 7, 'survival_probability': 0.553}, {'time_days': 15, 'survival_probability': 0.18}, {'time_days': 30, 'survival_probability': 0.18}, {'time_days': 60, 'survival_probability': 0.158}, {'time_days': 90, 'survival_probability': 0.158}]"
