timestamp_start,timestamp_end,time,throughput_download_mean,rtt_download_mean,throughput_upload_mean,rtt_upload_mean,throughput_download_std,rtt_download_std,throughput_upload_std,rtt_upload_std,event,cluster,probability_cluster_0,probability_cluster_1,client,site
2024-05-01 03:06:15,2024-06-02 06:00:26,32.12096064814815,519.0047192982456,9.601447368421054,268.52964999999995,13.897298245614035,5.387550755726486,0.4313820243846599,0.8732841989325512,0.7864902342885572,0,1,0.1182486418457207,0.8817513581542793,client01,gru03
2024-06-02 06:00:26,2024-07-09 15:38:40,37.401550925925925,519.0047192982456,9.601447368421054,268.69235000000003,13.897298245614035,5.387550755726486,0.4313820243846599,0.557301418491496,0.7864902342885572,0,1,0.11848645025773663,0.8815135497422634,client01,gru03
2024-07-09 15:38:40,2024-07-23 13:08:11,13.895497685185186,519.0047192982456,9.601447368421054,268.69235000000003,13.897298245614035,5.387550755726486,0.4313820243846599,0.557301418491496,0.7864902342885572,0,1,0.11848645025773663,0.8815135497422634,client01,gru03
2024-05-01 00:37:17,2024-05-15 02:14:20,14.067395833333334,518.0364000000001,7.383750000000001,250.56615939787486,10.1281,8.73990411485401,4.055100555246183,29.010253676904394,2.443375101004863,0,1,0.23723726321651495,0.762762736783485,client01,rnp_rj
2024-05-15 02:14:20,2024-05-21 03:16:10,6.042939814814815,520.57305,21.5041,250.56615939787486,9.769950000000001,4.21032430898644,22.290768199791643,29.010253676904394,1.1740980177409202,1,0,0.7643137987147103,0.23568620128528972,client01,rnp_rj
2024-05-21 03:16:10,2024-06-02 10:05:19,12.284131944444445,522.2264000000001,6.1977,250.56615939787486,9.769950000000001,3.4598991679861926,2.8000042311998103,29.010253676904394,1.1740980177409202,1,0,0.2190176874262596,0.7809823125737404,client01,rnp_rj
2024-06-02 10:05:19,2024-06-02 16:27:12,0.2651967592592593,511.8763500000001,7.367399999999999,250.56615939787486,10.54955,29.52709117916343,2.5813790357705684,29.010253676904394,2.438300065187781,0,1,0.23488794873555618,0.7651120512644438,client01,rnp_rj
2024-06-02 16:27:12,2024-07-09 16:28:26,37.000856481481485,511.8763500000001,7.367399999999999,250.56615939787486,10.54955,29.52709117916343,2.5813790357705684,29.010253676904394,2.438300065187781,0,1,0.23488794873555618,0.7651120512644438,client01,rnp_rj
2024-07-09 16:28:26,2024-07-12 09:05:20,2.6922916666666667,511.8763500000001,7.367399999999999,250.56615939787486,10.54955,29.52709117916343,2.5813790357705684,29.010253676904394,2.438300065187781,0,1,0.23488794873555618,0.7651120512644438,client01,rnp_rj
2024-07-12 09:05:20,2024-07-23 14:48:29,11.23829861111111,495.29184999999995,7.97495,250.56615939787486,11.81775,72.1431225720789,5.559113981609507,29.010253676904394,4.358009720466925,0,1,0.3252745490169878,0.6747254509830122,client01,rnp_rj
2024-05-01 00:11:26,2024-05-22 08:19:03,21.338622685185186,516.6064000000001,12.4317,264.14349999999996,15.471580188679248,4.482679924471875,2.5279727284505014,7.980905577821681,1.7645432610929441,0,1,0.2592657731227901,0.7407342268772099,client01,rnp_sp
2024-05-22 08:19:03,2024-05-28 19:30:21,6.466180555555556,507.63225,10.86105,207.6277,15.471580188679248,32.3970104011807,1.6047862121921739,50.713213124184385,1.7645432610929441,1,0,0.21821770912940297,0.781782290870597,client01,rnp_sp
