cluster,interval_count,time_mean,time_median,time_std,event_frequency,throughput_download_mean,throughput_download_median,throughput_download_std,throughput_upload_mean,throughput_upload_median,throughput_upload_std,rtt_download_mean,rtt_download_median,rtt_download_std,rtt_upload_mean,rtt_upload_median,rtt_upload_std,survival_function
1,133,27.871916684071287,22.8525,24.53794885882278,0.19548872180451127,607.987542742614,653.4549999999999,231.40988549822262,571.4705054542432,715.2975,296.4519207476137,31.430964339547796,18.956,42.42563747806934,39.23404232615336,17.835,50.93295213105196,"[{'time_days': 1, 'survival_probability': 1.0}, {'time_days': 7, 'survival_probability': 1.0}, {'time_days': 15, 'survival_probability': 0.99}, {'time_days': 30, 'survival_probability': 0.99}, {'time_days': 60, 'survival_probability': 0.961}, {'time_days': 90, 'survival_probability': 0.961}]"
0,62,18.23088579002389,8.103883101851851,21.195357067356596,0.2903225806451613,672.7318523053112,706.5815,205.60086434784228,621.1455415350024,723.948,250.88058101120018,22.103209528439475,16.637,27.625235948455256,21.277060160427805,14.5155,28.20224826806245,"[{'time_days': 1, 'survival_probability': 0.91}, {'time_days': 7, 'survival_probability': 0.586}, {'time_days': 15, 'survival_probability': 0.354}, {'time_days': 30, 'survival_probability': 0.216}, {'time_days': 60, 'survival_probability': 0.089}, {'time_days': 90, 'survival_probability': 0.089}]"
