cluster,interval_count,time_mean,time_median,time_std,event_frequency,throughput_download_mean,throughput_download_median,throughput_download_std,throughput_upload_mean,throughput_upload_median,throughput_upload_std,rtt_download_mean,rtt_download_median,rtt_download_std,rtt_upload_mean,rtt_upload_median,rtt_upload_std,survival_function
1,146,23.05917768581938,17.339629629629627,22.008264132371323,0.1232876712328767,660.8184150844403,687.808,188.91625768076804,613.1321496883196,750.41,278.3944311663079,21.24907217587685,17.484,21.95658761706828,29.72685283679771,16.833,37.831605071657926,"[{'time_days': 1, 'survival_probability': 1.0}, {'time_days': 7, 'survival_probability': 1.0}, {'time_days': 15, 'survival_probability': 1.0}, {'time_days': 30, 'survival_probability': 0.901}, {'time_days': 60, 'survival_probability': 0.832}, {'time_days': 90, 'survival_probability': 0.832}]"
0,111,13.249008070570572,7.4678356481481485,17.017506906767274,0.6306306306306306,555.860790924282,593.692,271.51983719445246,530.5350371027705,588.745,293.4698850843369,43.426202321443704,19.32,56.51173161004333,43.91847330960854,17.964,58.97408197244944,"[{'time_days': 1, 'survival_probability': 0.946}, {'time_days': 7, 'survival_probability': 0.579}, {'time_days': 15, 'survival_probability': 0.226}, {'time_days': 30, 'survival_probability': 0.218}, {'time_days': 60, 'survival_probability': 0.171}, {'time_days': 90, 'survival_probability': 0.171}]"
