entity,cluster_0,cluster_1,total_time
gru03,0.10571038694154136,0.894289613058459,1052.0625115740738
gru05,0.22411956828190585,0.7758804317180941,728.7591666666667
gru06,0.2842144158535818,0.7157855841464179,904.0158217592594
rnp_rj,0.24040421925643407,0.7595957807435659,1077.1118518518517
rnp_sp,0.3160844371767965,0.6839155628232035,1075.330486111111
