entity,cluster_0,cluster_1,total_time
gru03,0.48379379917540943,0.5162062008245908,1052.0625115740738
gru05,0.0,1.0,728.7591666666667
gru06,0.0,0.9999999999999999,904.0158217592594
rnp_rj,0.1264631355559208,0.8735368644440792,1077.1118518518517
rnp_sp,0.026248142878211193,0.9737518571217886,1075.330486111111
