timestamp_start,timestamp_end,time,throughput_download,rtt_download,throughput_upload,rtt_upload,throughput_download_std,rtt_download_std,throughput_upload_std,rtt_upload_std,event,cluster,probability_cluster_0,probability_cluster_1,client,site
2024-05-01 03:06:15,2024-06-02 06:00:26,32.12096064814815,519.0047192982456,9.601447368421054,268.52964999999995,13.897298245614035,5.387550755726486,0.4313820243846599,0.8732841989325512,0.7864902342885572,0,1,0.272384030554929,0.727615969445071,client01,gru03
2024-06-02 06:00:26,2024-07-09 15:38:40,37.401550925925925,519.0047192982456,9.601447368421054,268.69235000000003,13.897298245614035,5.387550755726486,0.4313820243846599,0.557301418491496,0.7864902342885572,0,1,0.27262635701550375,0.7273736429844962,client01,gru03
2024-07-09 15:38:40,2024-07-23 13:08:11,13.895497685185186,519.0047192982456,9.601447368421054,268.69235000000003,13.897298245614035,5.387550755726486,0.4313820243846599,0.557301418491496,0.7864902342885572,0,1,0.27262635701550375,0.7273736429844962,client01,gru03
2024-05-01 00:37:17,2024-05-07 22:59:04,6.931793981481482,518.0364000000001,7.383750000000001,250.56615939787486,10.1281,8.73990411485401,4.055100555246183,29.010253676904394,2.443375101004863,0,0,0.7701949265399222,0.22980507346007786,client01,rnp_rj
2024-05-07 22:59:04,2024-05-12 09:33:04,4.440277777777778,518.0364000000001,18.549249999999997,250.56615939787486,21.1652,8.73990411485401,3.4778782986939487,29.010253676904394,3.366957874152243,1,0,0.7444889713724664,0.2555110286275336,client01,rnp_rj
2024-05-12 09:33:04,2024-05-15 00:04:30,2.605162037037037,518.0364000000001,21.5041,250.56615939787486,22.3497,8.73990411485401,22.290768199791643,29.010253676904394,9.92495222366865,1,0,0.9204938338380092,0.07950616616199079,client01,rnp_rj
2024-05-15 00:04:30,2024-06-01 14:30:27,17.601354166666667,518.0364000000001,21.5041,250.56615939787486,9.769950000000001,8.73990411485401,22.290768199791643,29.010253676904394,1.1740980177409202,1,0,0.9113957644189119,0.08860423558108815,client01,rnp_rj
2024-06-01 14:30:27,2024-06-02 16:27:12,1.0810763888888888,522.2264000000001,7.367399999999999,250.56615939787486,10.54955,3.4598991679861926,2.5813790357705684,29.010253676904394,2.438300065187781,0,0,0.7477441681731094,0.25225583182689054,client01,rnp_rj
2024-06-02 16:27:12,2024-07-09 16:28:26,37.000856481481485,511.8763500000001,7.367399999999999,250.56615939787486,10.54955,29.52709117916343,2.5813790357705684,29.010253676904394,2.438300065187781,0,1,0.7531584140767336,0.2468415859232664,client01,rnp_rj
2024-07-09 16:28:26,2024-07-11 19:18:16,2.117939814814815,511.8763500000001,7.367399999999999,250.56615939787486,10.54955,29.52709117916343,2.5813790357705684,29.010253676904394,2.438300065187781,0,0,0.7531584140767336,0.2468415859232664,client01,rnp_rj
2024-07-11 19:18:16,2024-07-14 19:20:31,3.0015625,511.8763500000001,7.97495,250.56615939787486,11.81775,29.52709117916343,5.559113981609507,29.010253676904394,4.358009720466925,1,0,0.7938371399936809,0.20616286000631912,client01,rnp_rj
2024-07-14 19:20:31,2024-07-15 15:38:26,0.8457754629629629,495.29184999999995,15.489549999999998,250.56615939787486,18.16545,72.1431225720789,5.795808880244049,29.010253676904394,4.883518893875819,1,0,0.7938332212635627,0.20616677873643732,client01,rnp_rj
2024-07-15 15:38:26,2024-07-18 02:38:17,2.4582291666666665,495.29184999999995,5.27085,250.56615939787486,9.4327,72.1431225720789,0.25957298436186754,29.010253676904394,0.660457504908131,1,0,0.7252009971285429,0.27479900287145703,client01,rnp_rj
2024-07-18 02:38:17,2024-07-18 12:48:20,0.42364583333333333,495.29184999999995,5.27085,250.56615939787486,14.97785,72.1431225720789,0.25957298436186754,29.010253676904394,5.154848144937775,1,0,0.7393475700593102,0.2606524299406898,client01,rnp_rj
2024-07-18 12:48:20,2024-07-23 14:48:29,5.0834375,495.29184999999995,5.5272499999999996,250.56615939787486,8.89585,72.1431225720789,0.6173103693485661,29.010253676904394,0.7898037247849687,0,0,0.7318166699855004,0.2681833300144995,client01,rnp_rj
2024-05-01 00:11:26,2024-06-02 17:54:11,32.73802083333333,516.6064000000001,12.4317,264.14349999999996,15.471580188679248,4.482679924471875,2.5279727284505014,7.980905577821681,1.7645432610929441,0,1,0.3327974414436664,0.6672025585563336,client01,rnp_sp
2024-06-02 17:54:11,2024-07-09 16:02:25,36.92238425925926,517.3081999999999,12.045549999999999,267.24510000000004,15.471580188679248,6.315382053701147,2.340958001714143,2.329366186665144,1.7645432610929441,0,1,0.33248375191780355,0.6675162480821965,client01,rnp_sp
2024-07-09 16:02:25,2024-07-23 14:16:07,13.926180555555556,517.3081999999999,12.045549999999999,267.24510000000004,15.471580188679248,6.315382053701147,2.340958001714143,2.329366186665144,1.7645432610929441,0,1,0.33248375191780355,0.6675162480821965,client01,rnp_sp
2024-05-01 01:46:33,2024-07-23 12:29:04,83.44619212962964,584.5346139896374,11.83245077720207,296.78717357512954,13.018085492227979,13.928936878114751,1.191241497498736,2.8601579764608975,1.1798076600658332,0,1,0.24904839280162794,0.7509516071983721,client02,gru03
2024-05-02 14:19:08,2024-07-15 11:50:13,73.89658564814815,583.24615,12.492380368098159,296.5410858895705,12.694907975460126,3.2170515967755047,8.269356960839522,0.7688353979368117,0.7973505650452472,0,1,0.2527027243505797,0.7472972756494203,client02,gru05
